"EnteDiCompetenza";"Provincia";"Comune";"DenominazioneIndirizzo";"NumeroCivico";"CodiceEdificioRilevazione";"CodiceEdificioRegionePiemonte";"AnnoDiCostruzione";"AnnoDiCostruzioneSND";"AnnoEsattoDiCostruzione";"CopiaArchivioSiNo";"ContaEdifici";""
"Comune";"Torino";"Piossasco";"Via DEL CAMPETTO";"20";"0011940002";"0011940011";"Anno specificare";"Si";"1999";"No";"1";""
"Comune";"Torino";"Piossasco";"VIA PAPERIA";"11C";"0011940008";"0011940007";"Anno specificare";"Si";"1974";"No";"1";""
"Comune";"Torino";"Piossasco";"Via DEL CAMPETTO";"20";"0011940001";"0011940002";"Anno specificare";"Si";"1975";"No";"1";""
"Comune";"Torino";"Piossasco";"Via PAPERIA";"11";"0011940005";"0011940003";"Anno specificare";"Si";"1974";"No";"1";""
"Comune";"Torino";"Piossasco";"VIA CUMIANA";"2";"0011940011";"0011940014";"Anno specificare";"Si";"1980";"No";"1";""
"Comune";"Torino";"Piscina";"VIA CALVETTI";"1";"02";"0011950003";"Anno specificare";"Si";"1964";"No";"1";""
"Comune";"Torino";"Piossasco";"Via Volvera";"16";"0011940012";"0011940015";"Anno specificare";"Si";"1970";"No";"1";""
"Comune";"Torino";"Piscina";"Via Calvetti";"3";"03";"0011950001";"Anno specificare";"Si";"1972";"No";"1";""
"Comune";"Torino";"Piscina";"VIA MONVISO";"2";"01";"0011950002";"Anno specificare";"Si";"1989";"No";"1";""
"Comune";"Torino";"Poirino";"VIA PAOLO GAIDANO";"2";"B02-PG5";"0011970005";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Comune";"Torino";"Poirino";"CORSO FIUME";"77";"B02-CF77";"0011970008";"Anno specificare";"Si";"1970";"No";"1";""
"Comune";"Torino";"Poirino";"Corso FIUME";"77";"A01-CF77";"0011970002";"Anno specificare";"Si";"1960";"No";"1";""
"Comune";"Torino";"Poirino";"Via DEL LOBETTO";"12";"A01-MA1";"0011970003";"Anno specificare";"Si";"1975";"No";"1";""
"Comune";"Torino";"Piverone";"Piazza Lucca";"15";"002";"0011960003";"Anno specificare";"Si";"1951";"No";"1";""
"Comune";"Torino";"Piverone";"strada blanda";"35";"003";"0011960004";"Anno specificare";"Si";"2008";"No";"1";""
"Comune";"Torino";"Poirino";"Via M. GROSSO";"11";"B01-MA2";"0011970001";"Anno specificare";"Si";"1920";"No";"1";""
"Comune";"Torino";"Poirino";"Via PAOLO GAIDANO";"2";"A01-PG5";"0011970007";"Anno specificare";"Si";"1998";"No";"1";""
"Comune";"Torino";"Poirino";"STRADA VECCHIA DELLE POSTE";"12";"SVP01";"0011970009";"7 - dal 1976";"Si";"";"No";"1";""
"Comune";"Torino";"Pomaretto";"Piazza Della Libertà";"1";"02";"0011980002";"Anno specificare";"Si";"1967";"No";"1";""
"Comune";"Torino";"Poirino";"VIA SCUOLE";"1";"A01-FA1";"0011970004";"Anno specificare";"Si";"1950";"No";"1";""
"Comune";"Torino";"Pont Canavese";"Via Roma";"11";"3";"0011990003";"Anno specificare";"Si";"1967";"No";"1";""
"Comune";"Torino";"Pont Canavese";"Via Generale dalla Chiesa";"3";"1";"0011990001";"Anno specificare";"Si";"1900";"No";"1";""
"Comune";"Torino";"Pont Canavese";"Via Guglielmo Marconi";"23/bis";"2";"0011990002";"Anno specificare";"Si";"1983";"No";"1";""
"Comune";"Torino";"Pomaretto";"Via Carlo Alberto";"34";"01";"0011980001";"Anno specificare";"Si";"1967";"No";"1";""
"Comune";"Torino";"Pont Canavese";"Via Roma";"11";"4";"0011990004";"7 - dal 1976";"Si";"";"No";"1";""
"Comune";"Torino";"Pragelato";"VIALE CAVALIERI DI VITTORIO VENETO";"4";"2";"0012010002";"Anno specificare";"Si";"1942";"No";"1";""
"Comune";"Torino";"Prascorsano";"VIA VILLA";"3";"01";"0012060001";"5 - tra il 1946 ed il 1960";"Si";"";"No";"1";""
"Comune";"Torino";"Pralormo";"Via Carlo Morbelli";"17";"2";"0012030002";"7 - dal 1976";"Si";"";"No";"1";""
"Comune";"Torino";"Porte";"VIA LOSSANI MARIO";"9-13";"1";"0012000001";"Anno specificare";"Si";"1979";"No";"1";""
"Comune";"Torino";"Prascorsano";"Piazza Enrietto ";"1";"02";"0012060002";"4 - tra il 1921 ed il 1945";"Si";"";"No";"1";""
"Comune";"Torino";"Prarostino";"Via Rocco";"29";"1";"0012050001";"Anno specificare";"Si";"1900";"No";"1";""
"Comune";"Torino";"Pragelato";"VIA NAZIONALE";"20";"1";"0012010001";"Anno specificare";"Si";"1939";"No";"1";""
"Comune";"Torino";"Pralormo";"Via Carlo Morbelli";"17";"1";"0012030001";"5 - tra il 1946 ed il 1960";"Si";"";"No";"1";""
"Comune";"Torino";"Pratiglione";"VIA ROMA";"25";"1";"0012070001";"Anno specificare";"Si";"1958";"No";"1";""
"Comune";"Torino";"Rivalta Di Torino";"Via CARIGNANO";"51";"6";"0012140006";"7 - dal 1976";"Si";"";"No";"1";""
"Comune";"Torino";"Rivalba";"via Sotti";"2";"1";"0012130002";"Anno specificare";"Si";"1958";"No";"1";""
"Comune";"Torino";"Rivalta Di Torino";"PIAZZA ANDREA FILIPPA";"4";"10";"0012140010";"6 - tra il 1961 ed il 1975";"Si";"";"No";"1";""
"Comune";"Torino";"Quassolo";"VIA SOLFERINO ";"2";"1";"0012090002";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Comune";"Torino";"Rivalta Di Torino";"Piazza MARTIRI DELLA LIBERTA'";"2";"5";"0012140005";"4 - tra il 1921 ed il 1945";"Si";"";"No";"1";""
"Comune";"Torino";"Reano";"VIA MARIA VITTORIA";"45";"TO000185";"0012110001";"Anno specificare";"Si";"1870";"No";"1";""
"Comune";"Torino";"Quincinetto";"Via buat albiana ";"11";"ELEMENTARE";"0012100003";"Anno specificare";"Si";"1932";"No";"1";""
"Comune";"Torino";"Quincinetto";"VIA BUAT ALBIANA ";"13";"3";"0012100005";"Anno specificare";"Si";"2009";"No";"1";""
"Comune";"Torino";"Quincinetto";"VIA RE UMBERTO I";"31";"MATERNA";"0012100004";"Anno specificare";"Si";"1909";"No";"1";""
"Comune";"Torino";"Rivalta Di Torino";"VIA BRODOLINI GIACOMO";"snc";"12";"0012140011";"7 - dal 1976";"Si";"";"No";"1";""
"Comune";"Torino";"Rivalta Di Torino";"Via BALEGNO";"10";"9";"0012140009";"1 -  prima dell'Ottocento";"Si";"";"No";"1";""
"Comune";"Torino";"Rivalta Di Torino";"Via FOSSANO";"7";"7";"0012140007";"6 - tra il 1961 ed il 1975";"Si";"";"No";"1";""
"Comune";"Torino";"Riva Presso Chieri";"VIA SAN GIOVANNI";"23";"02";"0012150002";"Anno specificare";"Si";"1980";"No";"1";""
"Comune";"Torino";"Rivalta Di Torino";"VIA REGINA MARGHERITA ";"2";"13";"0012140013";"6 - tra il 1961 ed il 1975";"Si";"";"No";"1";""
"Comune";"Torino";"Rivalta Di Torino";"Via PESARO";"35";"4";"0012140004";"7 - dal 1976";"Si";"";"No";"1";""
"Comune";"Torino";"Rivalta Di Torino";"VIA LAMARMORA";"4";"2";"0012140002";"7 - dal 1976";"Si";"";"No";"1";""
"Comune";"Torino";"Rivalta Di Torino";"VIA LEOPARDI";"13";"3";"0012140003";"6 - tra il 1961 ed il 1975";"Si";"";"No";"1";""
"Comune";"Torino";"Rivalta Di Torino";"Via PIOSSASCO";"57";"8";"0012140008";"7 - dal 1976";"Si";"";"No";"1";""
"Comune";"Torino";"Rivalta Di Torino";"VIA LEOPARDI";"13";"11";"0012140012";"7 - dal 1976";"Si";"";"No";"1";""
"Comune";"Torino";"Rivalta Di Torino";"Via FOSSANO";"7A";"1";"0012140001";"6 - tra il 1961 ed il 1975";"Si";"";"No";"1";""
"Comune";"Torino";"Riva Presso Chieri";"VIA SAN GIOVANNI";"23";"01";"0012150001";"Anno specificare";"Si";"1979";"No";"1";""
"Comune";"Torino";"Riva Presso Chieri";"VIA MATTEOTTI GIACOMO";"2";"04";"0012150004";"Anno specificare";"Si";"2013";"No";"1";""
"Comune";"Torino";"Riva Presso Chieri";"VIA SAN GIOVANNI ";"23";"3";"0012150003";"7 - dal 1976";"Si";"";"No";"1";""
"Comune";"Torino";"Rivara";"PIAZZA GARIBALDI GIUSEPPE";"7";"10080P";"0012160001";"Anno specificare";"Si";"1965";"No";"1";""
"Comune";"Torino";"Rivarolo Canavese";"Strada Vecchia Vesignano";"sn";"11";"0012170012";"Anno specificare";"Si";"1992";"No";"1";""
"Comune";"Torino";"Rivarolo Canavese";"Via delle Scuole";"2";"3";"0012170008";"Anno specificare";"Si";"2004";"No";"1";""
"Comune";"Torino";"Rivarolo Canavese";"Via Francesco Lemaire";"20";"8";"0012170010";"Anno specificare";"Si";"1974";"No";"1";""
"Comune";"Torino";"Rivarolo Canavese";"Via Francesco Lemaire";"20";"10";"0012170006";"Anno specificare";"Si";"2002";"No";"1";""
"Comune";"Torino";"Rivarolo Canavese";"Via Bicocca";"61";"12";"0012170013";"Anno specificare";"Si";"2007";"No";"1";""
"Comune";"Torino";"Rivarolo Canavese";"Via Francesco Lemaire";"20";"9";"0012170011";"Anno specificare";"Si";"1982";"No";"1";""
"Comune";"Torino";"Rivarolo Canavese";"Via Mastri";"55";"7";"0012170005";"Anno specificare";"Si";"1989";"No";"1";""
"Comune";"Torino";"Rivarossa";"VIA MIGNANA";"34";"2";"0012180002";"6 - tra il 1961 ed il 1975";"Si";"";"No";"1";""
"Comune";"Torino";"Rivarolo Canavese";"Via Roma";"1";"6";"0012170009";"Anno specificare";"Si";"1953";"No";"1";""
"Comune";"Torino";"Rivarolo Canavese";"Via Roma";"1";"5";"0012170004";"Anno specificare";"Si";"1958";"No";"1";""
"Comune";"Torino";"Rivarolo Canavese";"Via Renzo Scognamiglio";"46";"1";"0012170001";"4 - tra il 1921 ed il 1945";"Si";"";"No";"1";""
"Comune";"Torino";"Rivoli";"Largo Lincoln";"2";"12191003";"0012190005";"Anno specificare";"Si";"1976";"No";"1";""
"Comune";"Torino";"Rivarolo Canavese";"VIA SCUOLE";"2";"2";"0012170002";"4 - tra il 1921 ed il 1945";"Si";"";"No";"1";""
"Comune";"Torino";"Rivarossa";"VIA NEUSCHELLER LEOPOLDO";"31";"1";"0012180001";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Comune";"Torino";"Rivoli";"Largo Rossano";"9";"12191012";"0012190012";"7 - dal 1976";"Si";"";"No";"1";""
"Comune";"Torino";"Rivoli";"Via Adamello";"18";"12191016";"0012190015";"Anno specificare";"Si";"1971";"No";"1";""
"Comune";"Torino";"Rivoli";"Via Adamello";"10";"12192002";"0012190019";"Anno specificare";"Si";"1971";"No";"1";""
"Comune";"Torino";"Rivoli";"Via Allende";"1";"12192011";"0012190025";"Anno specificare";"Si";"1970";"No";"1";""
"Comune";"Torino";"Rivoli";"VIA ALBA";"15";"12192008";"0012190023";"Anno specificare";"Si";"1960";"No";"1";""
"Comune";"Torino";"Rivoli";"VIA BERTON LUCIANO";"10";"12192013";"0012190004";"Anno specificare";"Si";"1954";"No";"1";""
"Comune";"Torino";"Rivoli";"Via Arnaud";"19";"12192006";"0012190022";"Anno specificare";"Si";"1886";"No";"1";""
"Comune";"Torino";"Rivoli";"Via Bruere";"58";"12191015";"0012190014";"Anno specificare";"Si";"1920";"No";"1";""
"Comune";"Torino";"Rivoli";"Via alle Scuole";"20";"12193009";"0012190035";"Anno specificare";"Si";"1920";"No";"1";""
"Comune";"Torino";"Rivoli";"Via F.lli Bandiera";"1";"12193008";"0012190034";"Anno specificare";"Si";"1966";"No";"1";""
"Comune";"Torino";"Rivoli";"Via Gatti";"18";"12193005";"0012190032";"Anno specificare";"Si";"1968";"No";"1";""
"Comune";"Torino";"Rivoli";"Via Ischia";"6";"12191008";"0012190008";"Anno specificare";"Si";"1972";"No";"1";""
"Comune";"Torino";"Rivoli";"Viale Beltramo";"4";"12192004";"0012190021";"Anno specificare";"Si";"1963";"No";"1";""
"Comune";"Torino";"Rivoli";"Viale Giuliano";"60";"12192003";"0012190020";"Anno specificare";"Si";"1973";"No";"1";""
"Comune";"Torino";"Rivoli";"Via Pavia";"30";"12191017";"0012190016";"Anno specificare";"Si";"1978";"No";"1";""
"Comune";"Torino";"Rivoli";"VIA LIPARI";"5/a";"12192020";"0012190030";"Anno specificare";"Si";"1980";"No";"1";""
"Comune";"Torino";"Rivoli";"Viale S. Giorio";"7";"12191013";"0012190013";"Anno specificare";"Si";"1973";"No";"1";""
"Comune";"Torino";"Rivoli";"Viale Nuvoli";"12";"12192018";"0012190029";"Anno specificare";"Si";"1922";"No";"1";""
"Comune";"Torino";"Rivoli";"Via Sestriere";"60";"12193003";"0012190031";"Anno specificare";"Si";"1975";"No";"1";""
"Comune";"Torino";"Rivoli";"Via Monte Bianco";"23";"12193006";"0012190033";"Anno specificare";"Si";"1984";"No";"1";""
"Comune";"Torino";"Rivoli";"Viale San Giorio";"9";"12192009";"0012190024";"Anno specificare";"Si";"1974";"No";"1";""
"Comune";"Torino";"Rivoli";"Via Querro";"56";"12191009";"0012190009";"Anno specificare";"Si";"1972";"No";"1";""
"Comune";"Torino";"Rivoli";"Via Orsiera";"25";"12191010";"0012190010";"Anno specificare";"Si";"1985";"No";"1";""
"Comune";"Torino";"Rivoli";"Via Orsiera";"25";"12192012";"0012190026";"Anno specificare";"Si";"1985";"No";"1";""
"Comune";"Torino";"Rivoli";"Via Ticino";"20";"12191018";"0012190017";"Anno specificare";"Si";"1982";"No";"1";""
"Comune";"Torino";"Rocca Canavese";"STRADA CIMITERO";"10";"3";"0012210001";"Anno specificare";"Si";"1978";"No";"1";""
"Comune";"Torino";"Roletto";"VIA COSTA";"23";"1";"0012220001";"Anno specificare";"Si";"1978";"No";"1";""
"Comune";"Torino";"Robassomero";"Via VITTORIO VENETO";"3";"3";"0012200003";"Anno specificare";"Si";"1992";"No";"1";""
"Comune";"Torino";"Robassomero";"Via LOSA";"32";"1";"0012200001";"Anno specificare";"Si";"1979";"No";"1";""
"Comune";"Torino";"Rondissone";"Via CESARE BATTISTI";"1";"2";"0012250002";"Anno specificare";"Si";"1933";"No";"1";""
"Comune";"Torino";"Romano Canavese";"Via Sant'Isidoro";"28";"1";"0012230001";"Anno specificare";"Si";"1979";"No";"1";""
"Comune";"Torino";"Robassomero";"Via DON MILANI";"17";"2";"0012200002";"Anno specificare";"Si";"1977";"No";"1";""
"Comune";"Torino";"Rocca Canavese";"VIA MADONNA DELLA NEVE";"1";"2";"0012210003";"Anno specificare";"Si";"1993";"No";"1";""
"Comune";"Torino";"Rocca Canavese";"VIA MADONNA DELLA NEVE";"1";"1";"0012210002";"3 - tra il 1900 ed il 1920";"Si";"";"No";"1";""
"Comune";"Torino";"Rondissone";"Via MARINO SELLA";"43";"1";"0012250001";"4 - tra il 1921 ed il 1945";"Si";"";"No";"1";""
"Comune";"Torino";"Rosta";"Via BASTONE";"34";"1";"0012280001";"Anno specificare";"Si";"1985";"No";"1";""
"Comune";"Torino";"Rosta";"VIA BUCET ";"20";"2";"0012280003";"7 - dal 1976";"Si";"";"No";"1";""
"Comune";"Torino";"Rubiana";"Piazza Roma";"6";"TOEE82104N";"0012290002";"Anno specificare";"Si";"1948";"No";"1";""
"Comune";"Torino";"Rubiana";"Borgata Chiesa";"8";"TOAA82102A";"0012290001";"Anno specificare";"Si";"1996";"No";"1";""
"Comune";"Torino";"Roure";"FRAZIONE RORETO";"31";"1";"0012270002";"Anno specificare";"Si";"1958";"No";"1";""
"Comune";"Torino";"Salassa";"PIAZZA RE UMBERTO I";"5";"1";"0012310001";"Anno specificare";"Si";"1932";"No";"1";""
"Comune";"Torino";"Samone";"via Ivrea";"1";"1";"0012350001";"4 - tra il 1921 ed il 1945";"Si";"";"No";"1";""
"Comune";"Torino";"Samone";"via Tripoli";"8";"2";"0012350003";"Anno specificare";"Si";"1980";"No";"1";""
"Comune";"Torino";"San Benigno Canavese";"Corso ITALIA";"34";"0012363004";"0012360003";"Anno specificare";"Si";"1981";"No";"1";""
"Comune";"Torino";"Rueglio";"Piazza Municipio";"1";"02";"0012300001";"3 - tra il 1900 ed il 1920";"Si";"";"No";"1";""
"Comune";"Torino";"San Benigno Canavese";"Via Matteotti";"2";"0012361002";"0012360001";"Anno specificare";"Si";"1989";"No";"1";""
"Comune";"Torino";"Rueglio";"Regione Cios";"snc";"01";"0012300002";"Anno specificare";"Si";"1960";"No";"1";""
"Comune";"Torino";"San Benigno Canavese";"Via Trento";"44";"0012362001";"0012360004";"Anno specificare";"Si";"1963";"No";"1";""
"Comune";"Torino";"San Carlo Canavese";"Strada Vauda";"15";"TOMM26201E";"0012370002";"Anno specificare";"Si";"1982";"No";"1";""
"Comune";"Torino";"San Francesco al Campo";"Piazza SAN FRANCESCO D'ASSISI";"1";"03";"0012400004";"Anno specificare";"Si";"1985";"No";"1";""
"Comune";"Torino";"San Francesco al Campo";"Via ROMA";"56";"01";"0012400002";"6 - tra il 1961 ed il 1975";"Si";"";"No";"1";""
"Comune";"Torino";"San Carlo Canavese";"Via delle Scuole";"2";"TOEE102046";"0012370001";"Anno specificare";"Si";"1962";"No";"1";""
"Comune";"Torino";"San Francesco al Campo";"via cesare pavese";"5";"02";"0012400003";"Anno specificare";"Si";"1993";"No";"1";""
"Comune";"Torino";"San Didero";"VIA ABEGG AUGUSTO";"12";"TOEE";"0012390001";"Anno specificare";"Si";"1967";"No";"1";""
"Comune";"Torino";"San Germano Chisone";"Piazza MARTIRI DELLA LIBERTA'";"4";"001";"0012420003";"Anno specificare";"Si";"1971";"No";"1";""
"Comune";"Torino";"Sangano";"Via BERT.";"21";"2";"0012410002";"6 - tra il 1961 ed il 1975";"Si";"";"No";"1";""
"Comune";"Torino";"Sangano";"Via BERT";"19";"1";"0012410003";"Anno specificare";"Si";"1978";"No";"1";""
"Comune";"Torino";"San Gillio";"VIA FALCONE GIOVANNI";"2";"3";"0012430003";"Anno specificare";"Si";"2014";"No";"1";""
"Comune";"Torino";"Sangano";"Via G.Gino";"20";"3";"0012410001";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Comune";"Torino";"San Giorgio Canavese";"Via Piave";"21";"CAN_01";"0012440003";"1 -  prima dell'Ottocento";"Si";"";"No";"1";""
"Comune";"Torino";"San Giorgio Canavese";"VICOLO BIANCHETTI";"17";"CAN_03";"0012440005";"3 - tra il 1900 ed il 1920";"Si";"";"No";"1";""
"Comune";"Torino";"San Giorgio Canavese";"Via Boggio Prospero";"2";"CAN_02";"0012440004";"Anno specificare";"Si";"1969";"No";"1";""
"Comune";"Torino";"San Giorio Di Susa";"PIAZZA ARNALDO MICELLONE";"1";"TOEE083097";"0012450002";"Anno specificare";"Si";"1970";"No";"1";""
"Comune";"Torino";"San Giusto Canavese";"Viale IV Novembre";"2";"3";"0012460002";"4 - tra il 1921 ed il 1945";"Si";"";"No";"1";""
"Comune";"Torino";"San Giorio Di Susa";"Via WALTER FONTAN";"8";"TOAA08306V";"0012450001";"Anno specificare";"Si";"1935";"No";"1";""
"Comune";"Torino";"San Martino Canavese";"Via ARDUINO";"48";"2";"0012470001";"3 - tra il 1900 ed il 1920";"Si";"";"No";"1";""
"Comune";"Torino";"San Giusto Canavese";"Via Malpiardo";"2";"1";"0012460001";"7 - dal 1976";"Si";"";"No";"1";""
"Comune";"Torino";"San Giusto Canavese";"VIA ASILO";"5";"4";"0012460004";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Comune";"Torino";"San Giusto Canavese";"Via dell'Asilo";"5";"5";"0012460005";"Anno specificare";"Si";"2006";"No";"1";""
"Comune";"Torino";"San Giusto Canavese";"Via MONTE NERO";"4";"2";"0012460003";"Anno specificare";"Si";"1987";"No";"1";""
"Comune";"Torino";"San Maurizio Canavese";"Via General Cabrera";"10";"C05";"0012480007";"Anno specificare";"Si";"2005";"No";"1";""
"Comune";"Torino";"San Maurizio Canavese";"VIA BO";"S.N. ";"C03";"0012480003";"Anno specificare";"Si";"1977";"No";"1";""
"Comune";"Torino";"San Mauro Torinese";"VIA ASILO";"9";"0012491006";"0012490004";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Comune";"Torino";"San Maurizio Canavese";"Via Cavalier Brunetto";"81";"F01";"0012480001";"Anno specificare";"Si";"1927";"No";"1";""
"Comune";"Torino";"San Maurizio Canavese";"Via Alla Parrocchia";"38";"F02";"0012480004";"1 -  prima dell'Ottocento";"Si";"";"No";"1";""
"Comune";"Torino";"San Maurizio Canavese";"Via L.BO";"2";"C01";"0012480006";"4 - tra il 1921 ed il 1945";"Si";"";"No";"1";""
"Comune";"Torino";"San Maurizio Canavese";"Via Madonna della Neve";"30";"C04";"0012480005";"Anno specificare";"Si";"1982";"No";"1";""
"Comune";"Torino";"San Mauro Torinese";"VIA MAGENTA";"9";"0012492002";"0012490007";"Anno specificare";"Si";"1975";"No";"1";""
"Comune";"Torino";"San Mauro Torinese";"Via XXV APRILE";"15";"0012493001";"0012490009";"Anno specificare";"Si";"1968";"No";"1";""
"Comune";"Torino";"San Pietro Val Lemina";"Via Galvani";"3";"01";"0012500001";"Anno specificare";"Si";"1995";"No";"1";""
"Comune";"Torino";"San Mauro Torinese";"VIA SPERANZA";"72";"0012491004";"0012490002";"Anno specificare";"Si";"1979";"No";"1";""
"Comune";"Torino";"San Mauro Torinese";"VIA SPERANZA";"40";"0012493002";"0012490010";"Anno specificare";"Si";"1983";"No";"1";""
"Comune";"Torino";"San Mauro Torinese";"VIA PORTO";"12";"0012491005";"0012490003";"Anno specificare";"Si";"1996";"No";"1";""
"Comune";"Torino";"San Mauro Torinese";"VIA DORA";"3";"0012492001";"0012490011";"Anno specificare";"Si";"1977";"No";"1";""
"Comune";"Torino";"San Mauro Torinese";"Via MARTIRI DELLA LIBERTA'";"60";"0012492004";"0012490012";"4 - tra il 1921 ed il 1945";"Si";"";"No";"1";""
"Comune";"Torino";"San Mauro Torinese";"VIA ITALIA";"5";"0012491007";"0012490005";"Anno specificare";"Si";"1978";"No";"1";""
"Comune";"Torino";"San Mauro Torinese";"VIA MEZZALUNA";"34";"0012491001";"0012490001";"Anno specificare";"Si";"1985";"No";"1";""
"Comune";"Torino";"San Raffaele Cimena";"VIA PIEMONTE";"6";"01";"0012520002";"Anno specificare";"Si";"1983";"No";"1";""
"Comune";"Torino";"San Sebastiano Da Po";"VIA MORO ALDO";"1";"3";"0012530003";"Anno specificare";"Si";"2007";"No";"1";""
"Comune";"Torino";"San Secondo di Pinerolo";"Via REPUBBLICA";"1";"2";"0012540002";"Anno specificare";"Si";"1980";"No";"1";""
"Comune";"Torino";"San Raffaele Cimena";"VIA PIEMONTE";"19";"04";"0012520003";"Anno specificare";"Si";"2008";"No";"1";""
"Comune";"Torino";"San Secondo di Pinerolo";"Via COLOMBINI";"31";"1";"0012540001";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Comune";"Torino";"San Sebastiano Da Po";"Via COLOMBARO";"72";"2";"0012530002";"6 - tra il 1961 ed il 1975";"Si";"";"No";"1";""
"Comune";"Torino";"Sant'Antonino Di Susa";"via Abegg";"19";"PALESTRA";"0012560005";"Anno specificare";"Si";"1965";"No";"1";""
"Comune";"Torino";"Sant'Ambrogio Di Torino";"Via GIUSEPPE GARIBALDI";"7";"4";"0012550004";"Anno specificare";"Si";"1978";"No";"1";""
"Comune";"Torino";"Sant'Ambrogio Di Torino";"Via TRIESTE";"10";"2";"0012550003";"Anno specificare";"Si";"1932";"No";"1";""
"Comune";"Torino";"Sant'Ambrogio Di Torino";"Via GIUSEPPE GARIBALDI";"1";"1";"0012550001";"Anno specificare";"Si";"1978";"No";"1";""
"Comune";"Torino";"Sant'Antonino Di Susa";"VIA ABEGG";"19";"TOMM824011";"0012560003";"Anno specificare";"Si";"1962";"No";"1";""
"Comune";"Torino";"Sant'Antonino Di Susa";"Via Abegg";"13";"TOEE824012";"0012560004";"Anno specificare";"Si";"1926";"No";"1";""
"Comune";"Torino";"Sant'Ambrogio Di Torino";"VIA I MAGGIO";"13";"3";"0012550002";"Anno specificare";"Si";"1974";"No";"1";""
"Comune";"Torino";"Sant'Antonino Di Susa";"Via Abegg";"13";"AMPLIAMENT";"0012560002";"Anno specificare";"Si";"1990";"No";"1";""
"Comune";"Torino";"Santena";"Via Gozzano";"6";"3";"0012570004";"Anno specificare";"Si";"1972";"No";"1";""
"Comune";"Torino";"Santena";"via Milite Ignoto";"34";"1";"0012570001";"Anno specificare";"Si";"1988";"No";"1";""
"Comune";"Torino";"Sant'Antonino Di Susa";"Via IV Novembre";"12";"0012561002";"0012560001";"Anno specificare";"Si";"1979";"No";"1";""
"Comune";"Torino";"Santena";"via Vittorio Veneto";"23";"2";"0012570003";"Anno specificare";"Si";"1934";"No";"1";""
"Comune";"Torino";"Santena";"Via TETTI AGOSTINO";"31";"4";"0012570002";"Anno specificare";"Si";"1972";"No";"1";""
"Comune";"Torino";"Santena";"Via VIGNASSO";"6";"6";"0012570005";"Anno specificare";"Si";"1975";"No";"1";""
"Comune";"Torino";"Scalenghe";"Via S. Maria";"40";"001260004A";"0012600009";"3 - tra il 1900 ed il 1920";"Si";"";"No";"1";""
"Comune";"Torino";"Scalenghe";"Piazza Comunale";"7";"001260001A";"0012600005";"Anno specificare";"Si";"2003";"No";"1";""
"Comune";"Torino";"Sauze D'Oulx";"via C. Odiard";"8";"1";"0012590001";"Anno specificare";"Si";"1973";"No";"1";""
"Comune";"Torino";"Scalenghe";"Via Torino";"1";"001260002A";"0012600002";"4 - tra il 1921 ed il 1945";"Si";"";"No";"1";""
"Comune";"Torino";"Scalenghe";"Via S. Maria";"40";"001260004B";"0012600010";"7 - dal 1976";"Si";"";"No";"1";""
